id,filename,name,hash,cropped_filename,fingerprints,labels,cropped_fingerprints,cropped_labels,cluster
e299f03012305a8c021d39af3c52bc601a2ea8e35f67548dde9dc0ce7182bd48,./data/Absurd_Aztec_memes-152.jpg,Absurd_Aztec_memes-152,e299f03012305a8c021d39af3c52bc601a2ea8e35f67548dde9dc0ce7182bd48,./data/cropped/Absurd_Aztec_memes-152.jpg,[0.11749239 0.621819   0.22346535 ... 0.04887538 0.8005719  0.27611557],"[['French_horn', 0.12938745], ['hair_slide', 0.08593889], ['nematode', 0.07708396], ['nail', 0.06642899], ['face_powder', 0.06251221]]",[0.21438299 0.6738802  0.         ... 0.19210078 1.2310952  1.1330429 ],"[['gong', 0.3937343], ['shield', 0.21965626], ['chime', 0.1948457], ['French_horn', 0.04884801], ['bolo_tie', 0.035030562]]",48
4d95579e6e5a0833747ca47a8e1721f14b1c81c11294f7ed4416f261b518bbca,./data/Absurd_Aztec_memes-2.jpg,Absurd_Aztec_memes-2,4d95579e6e5a0833747ca47a8e1721f14b1c81c11294f7ed4416f261b518bbca,./data/cropped/Absurd_Aztec_memes-2.jpg,[0.04206837 0.44050527 0.         ... 0.05786872 0.791467   0.7454894 ],"[['comic_book', 0.78301597], ['book_jacket', 0.035436682], ['apron', 0.032403182], ['jersey', 0.022344245], ['binder', 0.010731171]]",[0.00755658 0.81478137 0.         ... 0.06353709 1.4838372  0.6783981 ],"[['comic_book', 0.9179551], ['book_jacket', 0.044742696], ['jigsaw_puzzle', 0.006845469], ['coffee_mug', 0.003085801], ['buckle', 0.0020255123]]",34
bd13f6a220a8d4bd7337919f8621553f16178d2203317232f29b39c852b14e9a,./data/Absurd_Aztec_memes-42.jpg,Absurd_Aztec_memes-42,bd13f6a220a8d4bd7337919f8621553f16178d2203317232f29b39c852b14e9a,./data/cropped/Absurd_Aztec_memes-42.jpg,[0.04085826 0.06381285 0.44080412 ... 0.09406593 0.6127147  0.765424  ],"[['comic_book', 0.16101041], ['book_jacket', 0.13506491], ['dragonfly', 0.106606975], ['safety_pin', 0.10568751], ['barn_spider', 0.063545264]]",[0.06142863 0.1086485  0.44389957 ... 0.0151647  0.74474114 0.23689914],"[['book_jacket', 0.3397258], ['jigsaw_puzzle', 0.24691759], ['comic_book', 0.091258585], ['house_finch', 0.057228383], ['barn_spider', 0.038381144]]",24
31641016947155fed5c0bbb97280dedb926e824ee19e339fb22529d15306fe83,./data/Absurd_Aztec_memes-61.jpg,Absurd_Aztec_memes-61,31641016947155fed5c0bbb97280dedb926e824ee19e339fb22529d15306fe83,./data/cropped/Absurd_Aztec_memes-61.jpg,[0.43349656 0.7162138  0.         ... 0.74387455 0.8648034  0.33582208],"[['comic_book', 0.31678444], ['oboe', 0.20203118], ['altar', 0.10498846], ['bow', 0.10302096], ['book_jacket', 0.04295216]]",[0.23067525 0.65197587 0.         ... 1.7577296  0.78038985 0.10642287],"[['comic_book', 0.9512825], ['book_jacket', 0.024092972], ['bow', 0.011566661], ['web_site', 0.003722502], ['altar', 0.0030336112]]",34
1dec27fe05f60bf46e8093a09b5439d59ad28b9139fbbc769cbc01cfc9845136,./data/Absurd_Aztec_memes-94.png,Absurd_Aztec_memes-94,1dec27fe05f60bf46e8093a09b5439d59ad28b9139fbbc769cbc01cfc9845136,./data/cropped/Absurd_Aztec_memes-94.jpg,[0.08363514 0.4122102  0.         ... 0.32959387 0.10380143 0.07844255],"[['web_site', 0.90868574], ['crossword_puzzle', 0.014069571], ['remote_control', 0.0065855924], ['analog_clock', 0.0054306355], ['envelope', 0.004409092]]",[0.         0.00247341 0.         ... 0.5093861  0.07464745 0.        ],"[['digital_clock', 0.6183385], ['tray', 0.16803414], ['wall_clock', 0.03530938], ['rule', 0.017271865], ['web_site', 0.01711028]]",51
704058fa9cd2b5d6ab3f8a4f956d3c24d3364e8f7c97dd32fa87a4d902616507,./data/Amazing_American_Memes-12.jpg,Amazing_American_Memes-12,704058fa9cd2b5d6ab3f8a4f956d3c24d3364e8f7c97dd32fa87a4d902616507,./data/cropped/Amazing_American_Memes-12.jpg,[0.22994037 0.42957354 0.03954865 ... 0.01947141 0.13965176 0.45921862],"[['web_site', 0.6484848], ['jigsaw_puzzle', 0.07385049], ['comic_book', 0.046104137], ['swimming_trunks', 0.019034514], ['volleyball', 0.016537324]]",[0.31446677 0.80230474 0.03963887 ... 0.38599607 0.14833339 1.43997   ],"[['bow', 0.18713741], ['West_Highland_white_terrier', 0.13821115], ['paintbrush', 0.10735407], ['monitor', 0.058096886], ['jigsaw_puzzle', 0.045293346]]",53
16a86be31dc622f716fc9d0e08c16f9c503646c734ea10c18eb2615fae6baec6,./data/Amazing_American_Memes-123.jpg,Amazing_American_Memes-123,16a86be31dc622f716fc9d0e08c16f9c503646c734ea10c18eb2615fae6baec6,./data/cropped/Amazing_American_Memes-123.jpg,[0.26743668 1.086944   0.         ... 0.01386747 0.         0.56159693],"[['quilt', 0.26957327], ['pillow', 0.102769785], ['prayer_rug', 0.08209494], ['dishrag', 0.07032689], ['shower_curtain', 0.043273825]]",[0.11968546 1.06816    0.         ... 0.28542268 0.         0.59877115],"[['prayer_rug', 0.23468296], ['wool', 0.09114442], ['crossword_puzzle', 0.06982702], ['dishrag', 0.06862968], ['Windsor_tie', 0.057455834]]",42
6f60f4216a7a70b1ab22f918aa7a61a523c682ec831f9c2f351bccd0895795f1,./data/Amazing_American_Memes-124.jpg,Amazing_American_Memes-124,6f60f4216a7a70b1ab22f918aa7a61a523c682ec831f9c2f351bccd0895795f1,./data/cropped/Amazing_American_Memes-124.jpg,[3.1562874  3.421393   0.9643796  ... 0.         0.31032068 3.346572  ],"[['web_site', 0.9846095], ['pug', 0.0064738933], ['vizsla', 0.0033025984], ['Windsor_tie', 0.0013798523], ['tick', 0.00042144087]]",[3.6516843  4.398444   1.3992956  ... 0.         0.15707363 4.2727594 ],"[['web_site', 0.9746327], ['pug', 0.011145292], ['vizsla', 0.0078586405], ['tick', 0.0017063242], ['curly-coated_retriever', 0.0012560821]]",50
46ad1461d9dfb6e44190e21c43c6fc12bb329fce092636e9175f0d009b247175,./data/Amazing_American_Memes-135.jpg,Amazing_American_Memes-135,46ad1461d9dfb6e44190e21c43c6fc12bb329fce092636e9175f0d009b247175,./data/cropped/Amazing_American_Memes-135.jpg,[0.00617191 0.81278026 0.         ... 0.16543253 0.1601729  0.47508103],"[['football_helmet', 0.6030191], ['crash_helmet', 0.3441714], ['web_site', 0.014434187], ['ocarina', 0.007828223], ['buckle', 0.0040725223]]",[0.12648024 0.         0.08142591 ... 0.3813088  0.10726023 0.5011947 ],"[['hair_slide', 0.9837911], ['speedboat', 0.0048528025], ['letter_opener', 0.004436214], ['ski', 0.0023613507], ['crash_helmet', 0.0012418252]]",26
4cbf87dec52ca9db1b3a55c9e84af59f87a45aedb05ee6dee4fffca5ecb88481,./data/Amazing_American_Memes-197.jpg,Amazing_American_Memes-197,4cbf87dec52ca9db1b3a55c9e84af59f87a45aedb05ee6dee4fffca5ecb88481,./data/cropped/Amazing_American_Memes-197.jpg,"[0.0000000e+00 1.2263887e-01 1.3039282e-03 ... 1.3816619e+00 7.7756085e-03
 2.6352820e-01]","[['vending_machine', 0.45100793], ['syringe', 0.20058489], ['pop_bottle', 0.16928692], ['water_bottle', 0.096827194], ['grocery_store', 0.01687504]]",[0.         0.18883348 0.02620927 ... 1.1425016  0.04220365 0.8329427 ],"[['syringe', 0.50771946], ['vending_machine', 0.14061771], ['tobacco_shop', 0.13024426], ['screwdriver', 0.102417044], ['ballpoint', 0.040794402]]",23
9e3025fb5e2302a6962c2b0782647400533ee621423f75b6af169b243860fb5f,./data/Amazing_American_Memes-207.png,Amazing_American_Memes-207,9e3025fb5e2302a6962c2b0782647400533ee621423f75b6af169b243860fb5f,./data/cropped/Amazing_American_Memes-207.jpg,[0.10081773 3.0820932  0.11278158 ... 0.42424762 3.9133854  0.29753137],"[['slot', 0.82646734], ['cellular_telephone', 0.06525782], ['digital_watch', 0.02811644], ['vending_machine', 0.01944883], ['cash_machine', 0.0091698645]]",[0.08583694 2.330442   0.02905616 ... 0.65965956 4.0086317  0.44591016],"[['slot', 0.97266644], ['vending_machine', 0.010700116], ['mask', 0.0040658326], ['altar', 0.0035047662], ['cash_machine', 0.0029767351]]",72
3df5d75b13dfc4c213c6f89c229fff304c2b5aab681546b166e19bf1b28f576a,./data/Amazing_American_Memes-239.jpg,Amazing_American_Memes-239,3df5d75b13dfc4c213c6f89c229fff304c2b5aab681546b166e19bf1b28f576a,./data/cropped/Amazing_American_Memes-239.jpg,[0.0130369  0.04844802 0.00482206 ... 0.         0.0494502  0.95685345],"[['rubber_eraser', 0.20140459], ['flute', 0.15616418], ['pole', 0.09277993], ['shopping_cart', 0.06541656], ['jigsaw_puzzle', 0.061308756]]",[0.         0.12360503 0.         ... 0.         0.04646599 0.11617789],"[['pole', 0.8823948], ['file', 0.055371862], ['window_screen', 0.014611173], ['doormat', 0.009736491], ['window_shade', 0.00607152]]",1
85c166e644c426cd1feee468f7eaa9d7697faf5bca358f7323d32037ce250f03,./data/Amazing_American_Memes-274.jpg,Amazing_American_Memes-274,85c166e644c426cd1feee468f7eaa9d7697faf5bca358f7323d32037ce250f03,./data/cropped/Amazing_American_Memes-274.jpg,[0.31286988 2.2886562  0.01104527 ... 0.8696655  0.4567982  1.1372465 ],"[['wardrobe', 0.37315315], ['cocktail_shaker', 0.15797602], ['paintbrush', 0.06330263], ['picket_fence', 0.06329876], ['butcher_shop', 0.05012083]]",[0.03293868 2.1443057  0.00420119 ... 2.0358198  1.1158105  0.87127364],"[['racket', 0.7290464], ['ski', 0.1433926], ['cocktail_shaker', 0.020536661], ['bow', 0.016958823], ['tennis_ball', 0.015186518]]",53
ce1aa127e8750e9f1a0f5ce9e2a2f64ae10f323d43f2f914a71819a53974b487,./data/Amazing_American_Memes-291.jpg,Amazing_American_Memes-291,ce1aa127e8750e9f1a0f5ce9e2a2f64ae10f323d43f2f914a71819a53974b487,./data/cropped/Amazing_American_Memes-291.jpg,[1.0555594  0.90340316 0.         ... 0.         0.29986042 1.4971913 ],"[['handkerchief', 0.27768803], ['brassiere', 0.1487436], ['sarong', 0.09108405], ['wardrobe', 0.07462867], ['swimming_trunks', 0.042386018]]",[0.38428143 1.1530046  0.07547901 ... 0.04351028 0.24120037 1.0376606 ],"[['brassiere', 0.32840466], ['bow', 0.27992785], ['wardrobe', 0.074061245], ['paddle', 0.033146888], ['jean', 0.021301748]]",53
c84b0f4c05448ca3252736cda01f10bb8caffb87a165e883df5995d10266bfd1,./data/Amazing_American_Memes-297.jpg,Amazing_American_Memes-297,c84b0f4c05448ca3252736cda01f10bb8caffb87a165e883df5995d10266bfd1,./data/cropped/Amazing_American_Memes-297.jpg,[0.1534992  1.272449   0.01717623 ... 0.07614334 0.11481736 0.61558455],"[['suit', 0.35953572], ['book_jacket', 0.31858203], ['military_uniform', 0.057182], ['cornet', 0.034129597], ['Windsor_tie', 0.017072774]]",[0.2498815  0.23758194 0.         ... 0.53018034 0.8859273  4.9262075 ],"[['screwdriver', 0.67672133], [""carpenter's_kit"", 0.26260474], ['cleaver', 0.012587357], ['hammer', 0.0056861495], ['ski', 0.0052768993]]",22
f45aea387f6748ab3de7a1f49df0eb15e92f204a6bb86fba85ebb310b4144e53,./data/Amazing_American_Memes-355.jpg,Amazing_American_Memes-355,f45aea387f6748ab3de7a1f49df0eb15e92f204a6bb86fba85ebb310b4144e53,./data/cropped/Amazing_American_Memes-355.jpg,[0.36946854 0.56130743 0.1488344  ... 0.00362118 0.4909585  0.17453204],"[['web_site', 0.30855048], ['lighter', 0.12661353], ['oil_filter', 0.111387186], ['combination_lock', 0.06278215], ['can_opener', 0.06090565]]",[0.10096633 0.         0.6561589  ... 0.00349882 0.08235382 0.59732306],"[[""potter's_wheel"", 0.24072437], ['microwave', 0.23376216], ['oil_filter', 0.10319329], ['coil', 0.09595794], ['plate_rack', 0.07869159]]",27
0dc1731ea3b69db5833ef06603545ad6ee4a54c22ac376e7aaed6633af0d2c65,./data/Amazing_American_Memes-36.jpg,Amazing_American_Memes-36,0dc1731ea3b69db5833ef06603545ad6ee4a54c22ac376e7aaed6633af0d2c65,./data/cropped/Amazing_American_Memes-36.jpg,[0.         0.00411437 0.         ... 0.00188194 0.         0.        ],"[['web_site', 0.9703176], ['menu', 0.009208012], ['envelope', 0.0057525113], ['nematode', 0.0006592303], ['sunglasses', 0.0005247828]]",[0.         0.04704342 0.         ... 0.03731574 0.00467786 0.3199307 ],"[['web_site', 0.45262876], ['whistle', 0.09656342], ['puck', 0.059723668], ['file', 0.052498017], ['printer', 0.037903238]]",1
bd4c5a7ea280b762d2c00d7d27ffa4fd352b25f32650c74dcdefbf4908d0a12a,./data/Amazing_American_Memes-384.jpg,Amazing_American_Memes-384,bd4c5a7ea280b762d2c00d7d27ffa4fd352b25f32650c74dcdefbf4908d0a12a,./data/cropped/Amazing_American_Memes-384.jpg,[0.9018479  0.14952101 0.         ... 1.227616   0.         0.01102475],"[['web_site', 0.33854112], ['remote_control', 0.12557143], ['book_jacket', 0.10851613], ['jersey', 0.025333611], ['tripod', 0.020169305]]",[0.03353668 0.68455374 0.00280434 ... 0.02553691 0.00312657 0.00127931],"[['paintbrush', 0.8717127], ['nail', 0.036220875], ['screwdriver', 0.02088762], ['ballpoint', 0.011283522], ['oscilloscope', 0.009354288]]",51
f0ae9011340a2e04fe863c1f452707d00e20147eae7161995ae0927e54d65015,./data/Amazing_American_Memes-95.jpg,Amazing_American_Memes-95,f0ae9011340a2e04fe863c1f452707d00e20147eae7161995ae0927e54d65015,./data/cropped/Amazing_American_Memes-95.jpg,[0.00467552 0.00175363 0.         ... 0.1414494  0.0506494  0.15749866],"[['digital_clock', 0.9644979], ['window_shade', 0.010702737], ['stopwatch', 0.003833278], ['honeycomb', 0.003647373], ['bannister', 0.002420636]]","[1.9977508e-02 6.0788249e-03 6.9443788e-04 ... 2.5528923e-01 3.5207344e-03
 7.5790560e-01]","[['television', 0.31979367], ['bullet_train', 0.10676775], ['streetcar', 0.07154798], ['oscilloscope', 0.04900735], ['monitor', 0.044808477]]",51
2aff3ba90a8d49609be24f3a627310653ffbf99310ad075dae1eeb56539e51d2,./data/American_Memes-1031.jpg,American_Memes-1031,2aff3ba90a8d49609be24f3a627310653ffbf99310ad075dae1eeb56539e51d2,./data/cropped/American_Memes-1031.jpg,[0.00786832 0.18617193 0.28232017 ... 0.0159982  0.         0.25396326],"[['toilet_seat', 0.9892876], ['plunger', 0.0051424047], ['shower_curtain', 0.002199844], ['toilet_tissue', 0.0018734469], ['washbasin', 0.0013713569]]",[0.05755361 0.01203314 0.34790176 ... 0.12032133 0.01741309 2.4035285 ],"[['toilet_seat', 0.9972275], ['bathtub', 0.0017440745], ['washbasin', 0.000563271], ['shower_curtain', 0.00015958535], ['plunger', 0.00010024976]]",25
8582836416b7de1037ffc554d331a5b788742a429cc9190fb4684e6df470e5f3,./data/American_Memes-1132.jpg,American_Memes-1132,8582836416b7de1037ffc554d331a5b788742a429cc9190fb4684e6df470e5f3,./data/cropped/American_Memes-1132.jpg,[0.9415774  0.5391771  1.8761814  ... 0.18898469 0.29981342 0.44287682],"[['geyser', 0.59854984], ['snowmobile', 0.22953153], ['web_site', 0.056538463], ['fountain', 0.038798917], ['tank', 0.02861205]]",[0.92438847 1.3711448  1.1043234  ... 0.10625026 0.03659042 0.41334572],"[['geyser', 0.6012093], ['fountain', 0.30646676], ['cannon', 0.024519457], ['tank', 0.022571454], ['snowmobile', 0.021287743]]",47
f347a6d57e7f8abd31530dff3208f8ef4cc2a9cd17ee1ed56701c920e00ef92f,./data/American_Memes-123.jpg,American_Memes-123,f347a6d57e7f8abd31530dff3208f8ef4cc2a9cd17ee1ed56701c920e00ef92f,./data/cropped/American_Memes-123.jpg,[0.29332834 0.         0.06902147 ... 0.         0.28835562 2.1452377 ],"[['web_site', 0.85485506], ['menu', 0.041076813], ['tray', 0.014677808], ['refrigerator', 0.0094220545], ['doormat', 0.0056193075]]",[0.22086069 0.         0.36040798 ... 0.         0.22868966 3.306144  ],"[['refrigerator', 0.6239726], ['plate_rack', 0.15711515], ['rotisserie', 0.047215298], ['bakery', 0.035522364], ['microwave', 0.023643078]]",27
3572f2e58fa749e7dd1e61109966ce899fd0088fd58d3a886bbfd096c65ca1e4,./data/American_Memes-141.jpg,American_Memes-141,3572f2e58fa749e7dd1e61109966ce899fd0088fd58d3a886bbfd096c65ca1e4,./data/cropped/American_Memes-141.jpg,[0.27385268 1.2695818  0.         ... 0.30222547 2.9802437  0.10717168],"[['loupe', 0.8630588], ['toilet_seat', 0.05190867], ['can_opener', 0.016787136], ['padlock', 0.0121709285], ['hook', 0.0120714465]]",[0.22624303 0.42415813 0.03460819 ... 0.04465078 0.8161687  0.2731854 ],"[['toilet_seat', 0.29425374], ['iron', 0.27324912], ['loupe', 0.1624475], ['buckle', 0.09773914], ['hook', 0.023197927]]",27
19b93f0c9f5f0aa9a74545aec53dc389dd1355cecbeff4ae8a0f4a88fd0c7bc0,./data/American_Memes-19.jpg,American_Memes-19,19b93f0c9f5f0aa9a74545aec53dc389dd1355cecbeff4ae8a0f4a88fd0c7bc0,./data/cropped/American_Memes-19.jpg,[0.         0.47819072 0.         ... 0.20256092 0.00274173 2.0193653 ],"[['street_sign', 0.23456112], ['web_site', 0.22881132], ['pole', 0.20202063], ['beer_bottle', 0.15858838], ['sunglasses', 0.07045845]]",[0.         1.012804   0.         ... 0.1921848  0.04316544 1.6507742 ],"[['tobacco_shop', 0.9313318], ['sunglasses', 0.045916792], ['pole', 0.0076092933], ['street_sign', 0.0017669197], ['sunglass', 0.0014346719]]",27
1f95526a0b82b6a4b6b91a6dc87f30d5f4f93feb4701fe7a5ae9be309ae05daf,./data/American_Memes-196.jpg,American_Memes-196,1f95526a0b82b6a4b6b91a6dc87f30d5f4f93feb4701fe7a5ae9be309ae05daf,./data/cropped/American_Memes-196.jpg,[0.72065395 2.5308137  0.         ... 0.         0.2958056  4.222269  ],"[['bearskin', 0.99783796], ['military_uniform', 0.0021001506], ['ocarina', 3.5800786e-05], ['accordion', 3.1197824e-06], ['scabbard', 2.4737005e-06]]",[0.31121787 1.7527986  0.         ... 0.00471629 0.55710506 3.3231761 ],"[['bearskin', 0.9975684], ['military_uniform', 0.0022830004], ['ocarina', 7.362499e-05], ['accordion', 2.897466e-05], ['cinema', 6.5095232e-06]]",22
b340739062d5ea68511ffd31a207fac13d9dc9199d1e8b96b695ea560fa12ec7,./data/American_Memes-205.jpg,American_Memes-205,b340739062d5ea68511ffd31a207fac13d9dc9199d1e8b96b695ea560fa12ec7,./data/cropped/American_Memes-205.jpg,[0.7740854  0.02095111 0.17195135 ... 0.         0.20709519 0.1043959 ],"[['web_site', 0.5925782], ['academic_gown', 0.09696405], ['mortarboard', 0.08933548], ['television', 0.010113916], ['cornet', 0.008417937]]",[0.21259367 0.08936872 0.54626465 ... 0.02076194 0.19344103 1.5155853 ],"[[""potter's_wheel"", 0.11625291], ['Petri_dish', 0.083655685], ['paintbrush', 0.045702428], ['television', 0.035701722], ['canoe', 0.03194421]]",27
0d2bfadce4283a5947f4ba860f2112d1f05525677d62e7474d516954bed98506,./data/American_Memes-250.jpg,American_Memes-250,0d2bfadce4283a5947f4ba860f2112d1f05525677d62e7474d516954bed98506,./data/cropped/American_Memes-250.jpg,[0.02022441 0.34916264 0.         ... 0.31111455 1.4962367  0.77116275],"[['bikini', 0.7130153], ['swimming_trunks', 0.12104481], ['bucket', 0.092096396], ['sunscreen', 0.018715497], ['maillot', 0.015600874]]","[1.0422906e-03 5.7626957e-01 0.0000000e+00 ... 7.1928285e-02 1.6590821e+00
 5.8175367e-01]","[['bucket', 0.32672042], ['hamper', 0.1935147], ['swimming_trunks', 0.096507385], ['bikini', 0.08174681], ['crate', 0.06861971]]",60
2f99dd4e8895bcac1ba078c98cc620868bd957832edb8dc82f77a7f9ad838117,./data/American_Memes-331.jpg,American_Memes-331,2f99dd4e8895bcac1ba078c98cc620868bd957832edb8dc82f77a7f9ad838117,./data/cropped/American_Memes-331.jpg,[1.3227578  0.02924305 0.92407084 ... 0.5793823  0.06145375 0.03274437],"[['web_site', 0.5364816], ['monitor', 0.4379813], ['carton', 0.0068166736], ['shower_curtain', 0.0036291021], ['desk', 0.0023829963]]",[1.0818441  0.         0.03517134 ... 1.9795648  0.29656118 0.41763136],"[['monitor', 0.98093456], ['carton', 0.018433947], ['desk', 0.00032710197], ['bath_towel', 8.424903e-05], ['mosquito_net', 5.7904894e-05]]",86
687d960e508808290313b03f09e0d0889a27263e3b9fbdfa0571f28bb81bea61,./data/American_Memes-339.jpg,American_Memes-339,687d960e508808290313b03f09e0d0889a27263e3b9fbdfa0571f28bb81bea61,./data/cropped/American_Memes-339.jpg,[0.33323348 0.04570116 0.00870403 ... 0.00779553 0.         0.7855969 ],"[['swimming_trunks', 0.44522974], ['bathing_cap', 0.2590205], ['tub', 0.05339759], ['bikini', 0.044969693], ['bubble', 0.034109887]]",[0.         0.         0.17795034 ... 1.0527041  0.44092193 0.45821446],"[[""potter's_wheel"", 0.6692663], ['tobacco_shop', 0.10593744], ['bakery', 0.024364704], ['panpipe', 0.018355278], ['paintbrush', 0.017209724]]",27
6d1db8718d0005ccf608f0abe467afd42e8f23010356e75b2c8f9a24578dce47,./data/American_Memes-366.jpg,American_Memes-366,6d1db8718d0005ccf608f0abe467afd42e8f23010356e75b2c8f9a24578dce47,./data/cropped/American_Memes-366.jpg,[0.06343987 1.851621   0.13491876 ... 0.         0.88466984 0.7665373 ],"[['web_site', 0.5173336], ['snorkel', 0.08698558], ['vending_machine', 0.052593995], ['swimming_trunks', 0.034490272], ['ballpoint', 0.029630145]]","[3.7550521e-01 3.0970125e+00 3.5778247e-02 ... 2.3759094e-03 9.1909647e-01
 3.9904490e-01]","[[""carpenter's_kit"", 0.2888154], ['ballpoint', 0.2820209], ['ski', 0.26458517], ['snorkel', 0.033451118], ['screwdriver', 0.01501359]]",53
4c025cd93cdc8fb55469050db6483a188b2bb27b04572e19bb7740be99dacd7f,./data/American_Memes-445.jpg,American_Memes-445,4c025cd93cdc8fb55469050db6483a188b2bb27b04572e19bb7740be99dacd7f,./data/cropped/American_Memes-445.jpg,[0.4040199  0.01940062 0.00801012 ... 0.0059724  0.00142016 0.84898704],"[['swimming_trunks', 0.45202598], ['bathing_cap', 0.33333454], ['bikini', 0.05353481], ['tub', 0.045876637], ['mushroom', 0.019195233]]",[0.         0.         0.19885325 ... 1.0784137  0.30657703 0.46085092],"[[""potter's_wheel"", 0.6183207], ['tobacco_shop', 0.10836307], ['paintbrush', 0.029471155], ['panpipe', 0.027179243], ['bakery', 0.022151385]]",27
08f6613471f904010ce12466cb1e30ac375064f4b6a5525a62ba7e94249d6803,./data/American_Memes-470.jpg,American_Memes-470,08f6613471f904010ce12466cb1e30ac375064f4b6a5525a62ba7e94249d6803,./data/cropped/American_Memes-470.jpg,[0.09567843 0.08205251 0.         ... 0.2588446  0.21348216 0.11702219],"[['doormat', 0.83250725], ['manhole_cover', 0.09670713], ['jean', 0.010083372], ['sundial', 0.008182274], ['parking_meter', 0.007659088]]",[0.2600149  0.7020622  0.         ... 0.8862498  0.20447408 0.19110118],"[['doormat', 0.4213208], ['soft-coated_wheaten_terrier', 0.08037238], ['Shih-Tzu', 0.05097882], ['swab', 0.036275417], ['West_Highland_white_terrier', 0.033444207]]",71
6c9f8fa025c38b9582497c4b69b477759955885c0be8a952aed94fd448142f82,./data/American_Memes-674.jpg,American_Memes-674,6c9f8fa025c38b9582497c4b69b477759955885c0be8a952aed94fd448142f82,./data/cropped/American_Memes-674.jpg,[0.22328427 1.7698864  0.09748064 ... 0.04985163 0.8717877  0.7944298 ],"[['cleaver', 0.09858023], ['racer', 0.084353514], ['car_wheel', 0.0816089], ['military_uniform', 0.038613684], ['bow_tie', 0.035609063]]",[0.27907398 2.913842   0.05151932 ... 0.         0.9500668  2.571269  ],"[['wardrobe', 0.5623418], ['ski', 0.121425], ['abaya', 0.056363653], ['cleaver', 0.03851149], ['bow', 0.02127486]]",53
92d4a0dd82d3bc75cac4d4bcbdf3a7ac2bd9cb8e02a628542cfd58c85c81ba42,./data/American_Memes-681.png,American_Memes-681,92d4a0dd82d3bc75cac4d4bcbdf3a7ac2bd9cb8e02a628542cfd58c85c81ba42,./data/cropped/American_Memes-681.jpg,[0.06064035 1.4181763  1.4312536  ... 0.00875947 1.559054   0.6763534 ],"[['web_site', 0.87268686], ['bow', 0.029472204], ['remote_control', 0.013326036], ['monitor', 0.008065024], ['toaster', 0.006381864]]",[0.0598176  0.9697017  0.7796626  ... 0.         1.1507137  0.83649766],"[['desktop_computer', 0.20888981], ['espresso_maker', 0.19062361], ['web_site', 0.16167405], ['monitor', 0.13657194], ['desk', 0.07503106]]",54
2bfca99da38f9bf1ddfc71354285855fb29b49f4315ebdc2b2a53c731b448374,./data/American_Memes-682.jpg,American_Memes-682,2bfca99da38f9bf1ddfc71354285855fb29b49f4315ebdc2b2a53c731b448374,./data/cropped/American_Memes-682.jpg,"[3.2321697e-01 5.5998368e-03 1.7612807e-04 ... 4.2668078e-02 1.4450908e-01
 4.8838705e-01]","[['tripod', 0.23121284], ['remote_control', 0.20615], ['cup', 0.05043917], ['can_opener', 0.049163498], ['lens_cap', 0.029059583]]",[0.24314402 0.00833346 0.17715183 ... 0.12119056 0.16040356 0.01553736],"[['frying_pan', 0.26756617], ['ski', 0.13313138], ['seashore', 0.09960682], ['can_opener', 0.040332317], ['airship', 0.03429643]]",27
804093ee9816bd649bdbebf60b55fb00d8cedce810affcbccc1eb8d8c623c0cc,./data/American_Memes-699.jpg,American_Memes-699,804093ee9816bd649bdbebf60b55fb00d8cedce810affcbccc1eb8d8c623c0cc,./data/cropped/American_Memes-699.jpg,[3.1832366  0.31661594 0.65200746 ... 0.         0.21577907 0.8160254 ],"[['fountain', 0.5250297], ['volcano', 0.3270094], ['geyser', 0.1201401], ['coral_reef', 0.0070022154], ['web_site', 0.0038768717]]",[2.41083    0.3548723  0.2681204  ... 0.03868448 0.01896446 0.73375034],"[['fountain', 0.9263121], ['volcano', 0.011558027], ['coral_reef', 0.0094074225], [""potter's_wheel"", 0.007009255], ['coil', 0.0066720773]]",56
6f7a0765f097cb81f61da69a21d1e99f917407fd48a03d5e64a2184ac4ca5aec,./data/American_Memes-714.jpg,American_Memes-714,6f7a0765f097cb81f61da69a21d1e99f917407fd48a03d5e64a2184ac4ca5aec,./data/cropped/American_Memes-714.jpg,[0.72113115 0.53281456 0.10745791 ... 0.01793665 0.4958977  0.20209081],"[['slot', 0.26209697], ['web_site', 0.24691853], ['hair_slide', 0.045354627], ['remote_control', 0.0450978], ['comic_book', 0.031534456]]",[1.1106718  0.27845734 0.04824438 ... 0.00696269 0.1493406  2.4248323 ],"[['Petri_dish', 0.42284232], ['ballpoint', 0.17355996], ['paintbrush', 0.061023198], ['quill', 0.04129198], ['screwdriver', 0.03305375]]",27
30d1ea8063b705bf68d046584030562a925724597c39de41a72532a9ba86478e,./data/American_Memes-756.jpg,American_Memes-756,30d1ea8063b705bf68d046584030562a925724597c39de41a72532a9ba86478e,./data/cropped/American_Memes-756.jpg,[0.11233425 0.22834447 1.356583   ... 0.38902834 1.2016625  0.6579704 ],"[['pill_bottle', 0.73875046], ['lighter', 0.15940195], ['perfume', 0.05222102], ['lipstick', 0.015910223], ['lotion', 0.013146912]]",[0.20459673 0.4650768  1.1788152  ... 0.3265924  0.8605454  0.75763875],"[['lighter', 0.8469662], ['lipstick', 0.09807786], ['perfume', 0.029035619], ['pill_bottle', 0.011322078], ['face_powder', 0.003526945]]",36
